ip,timestamp,Dst Port,Protocol,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Flow Byts/s,Flow Pkts/s,Pkt Len Mean,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,Label
192.168.179.134,1743667685.762772,53,17,1e-06,1,0,76,0,76000000.0,1000000.0,76.0,0,0,0,0,0,0,1
192.168.179.1,1743667685.763426,5353,17,1.0022249221801758,2,0,140,0,139.6892023952597,1.995560034217996,140.0,0,0,0,0,0,0,1
192.168.179.1,1743667685.764229,5355,17,0.4139289855957031,2,0,128,0,309.2317872250228,4.831746675390981,128.0,0,0,0,0,0,0,1
192.168.179.134,1743667689.442743,53,17,4.035544872283936,4,0,304,0,75.3305958974382,0.9911920512820817,304.0,0,0,0,0,0,0,1
192.168.179.133,1743667693.200498,135,6,0.0011229515075683,2,0,120,0,106861.24840764332,1781.0208067940553,120.0,0,1,1,0,0,0,1
192.168.179.133,1743667693.200498,135,6,0.0011229515075683,2,0,120,0,106861.24840764332,1781.0208067940553,120.0,0,1,1,0,0,0,1
192.168.179.133,1743667693.200498,135,6,0.0011229515075683,2,0,120,0,106861.24840764332,1781.0208067940553,120.0,0,1,1,0,0,0,1
192.168.179.133,1743667693.200498,135,6,0.0011229515075683,2,0,120,0,106861.24840764332,1781.0208067940553,120.0,0,1,1,0,0,0,1
192.168.179.134,1743667693.201113,1150,6,1e-06,1,0,58,0,58000000.0,1000000.0,58.0,0,1,0,0,1,0,1
192.168.179.134,1743667693.201194,1151,6,1e-06,1,0,58,0,58000000.0,1000000.0,58.0,0,1,0,0,1,0,1
192.168.179.134,1743667693.20127,1152,6,1e-06,1,0,58,0,58000000.0,1000000.0,58.0,0,1,0,0,1,0,1
192.168.179.134,1743667693.201362,1153,6,1e-06,1,0,58,0,58000000.0,1000000.0,58.0,0,1,0,0,1,0,1
192.168.179.133,1743667693.201621,135,6,0.0015139579772949,2,0,120,0,79262.43779527559,1321.0406299212598,120.0,0,1,1,0,0,0,1
192.168.179.133,1743667693.201621,135,6,0.0015139579772949,2,0,120,0,79262.43779527559,1321.0406299212598,120.0,0,1,1,0,0,0,1
192.168.179.133,1743667693.201621,135,6,0.0015139579772949,2,0,120,0,79262.43779527559,1321.0406299212598,120.0,0,1,1,0,0,0,1
192.168.179.133,1743667693.201621,135,6,0.0015139579772949,2,0,120,0,79262.43779527559,1321.0406299212598,120.0,0,1,1,0,0,0,1
192.168.179.133,1743667693.201621,135,6,0.0015139579772949,2,0,120,0,79262.43779527559,1321.0406299212598,120.0,0,1,1,0,0,0,1
192.168.179.133,1743667693.201621,135,6,0.0015139579772949,2,0,120,0,79262.43779527559,1321.0406299212598,120.0,0,1,1,0,0,0,1
192.168.179.133,1743667693.201621,135,6,0.0015139579772949,2,0,120,0,79262.43779527559,1321.0406299212598,120.0,0,1,1,0,0,0,1
192.168.179.133,1743667693.201621,135,6,0.0015139579772949,2,0,120,0,79262.43779527559,1321.0406299212598,120.0,0,1,1,0,0,0,1
192.168.179.133,1743667693.201621,135,6,0.0015139579772949,2,0,120,0,79262.43779527559,1321.0406299212598,120.0,0,1,1,0,0,0,1
192.168.179.133,1743667693.201621,135,6,0.0015139579772949,2,0,120,0,79262.43779527559,1321.0406299212598,120.0,0,1,1,0,0,0,1
192.168.179.133,1743667693.201621,135,6,0.0015139579772949,2,0,120,0,79262.43779527559,1321.0406299212598,120.0,0,1,1,0,0,0,1
192.168.179.133,1743667693.201621,135,6,0.0015139579772949,2,0,120,0,79262.43779527559,1321.0406299212598,120.0,0,1,1,0,0,0,1
192.168.179.133,1743667693.201621,135,6,0.0015139579772949,2,0,120,0,79262.43779527559,1321.0406299212598,120.0,0,1,1,0,0,0,1
192.168.179.133,1743667693.201621,135,6,0.0015139579772949,2,0,120,0,79262.43779527559,1321.0406299212598,120.0,0,1,1,0,0,0,1
192.168.179.133,1743667693.201621,135,6,0.0015139579772949,2,0,120,0,79262.43779527559,1321.0406299212598,120.0,0,1,1,0,0,0,1
192.168.179.134,1743667693.201661,1154,6,1e-06,1,0,58,0,58000000.0,1000000.0,58.0,0,1,0,0,1,0,1
192.168.179.134,1743667693.201745,1155,6,1e-06,1,0,58,0,58000000.0,1000000.0,58.0,0,1,0,0,1,0,1
192.168.179.134,1743667693.201828,1156,6,1e-06,1,0,58,0,58000000.0,1000000.0,58.0,0,1,0,0,1,0,1
192.168.179.134,1743667693.20189,1157,6,1e-06,1,0,58,0,58000000.0,1000000.0,58.0,0,1,0,0,1,0,1
192.168.179.134,1743667693.201938,1158,6,1e-06,1,0,58,0,58000000.0,1000000.0,58.0,0,1,0,0,1,0,1
192.168.179.134,1743667693.201981,1159,6,1e-06,1,0,58,0,58000000.0,1000000.0,58.0,0,1,0,0,1,0,1
192.168.179.134,1743667693.202025,1160,6,1e-06,1,0,58,0,58000000.0,1000000.0,58.0,0,1,0,0,1,0,1
192.168.179.134,1743667693.202093,1161,6,1e-06,1,0,58,0,58000000.0,1000000.0,58.0,0,1,0,0,1,0,1
192.168.179.134,1743667693.202165,1162,6,1e-06,1,0,58,0,58000000.0,1000000.0,58.0,0,1,0,0,1,0,1
192.168.179.134,1743667693.202266,1163,6,1e-06,1,0,58,0,58000000.0,1000000.0,58.0,0,1,0,0,1,0,1
192.168.179.134,1743667693.202328,1164,6,1e-06,1,0,58,0,58000000.0,1000000.0,58.0,0,1,0,0,1,0,1
192.168.179.134,1743667693.202525,1165,6,1e-06,1,0,58,0,58000000.0,1000000.0,58.0,0,1,0,0,1,0,1
192.168.179.134,1743667693.202646,1166,6,1e-06,1,0,58,0,58000000.0,1000000.0,58.0,0,1,0,0,1,0,1
192.168.179.134,1743667693.202765,1167,6,1e-06,1,0,58,0,58000000.0,1000000.0,58.0,0,1,0,0,1,0,1
192.168.179.134,1743667693.20284,1168,6,1e-06,1,0,58,0,58000000.0,1000000.0,58.0,0,1,0,0,1,0,1
192.168.179.133,1743667693.203135,135,6,0.0017299652099609,2,0,120,0,69365.55678059538,1156.0926130099228,120.0,0,1,1,0,0,0,1
192.168.179.133,1743667693.203135,135,6,0.0017299652099609,2,0,120,0,69365.55678059538,1156.0926130099228,120.0,0,1,1,0,0,0,1
192.168.179.133,1743667693.203135,135,6,0.0017299652099609,2,0,120,0,69365.55678059538,1156.0926130099228,120.0,0,1,1,0,0,0,1
192.168.179.133,1743667693.203135,135,6,0.0017299652099609,2,0,120,0,69365.55678059538,1156.0926130099228,120.0,0,1,1,0,0,0,1
192.168.179.133,1743667693.203135,135,6,0.0017299652099609,2,0,120,0,69365.55678059538,1156.0926130099228,120.0,0,1,1,0,0,0,1
192.168.179.133,1743667693.203135,135,6,0.0017299652099609,2,0,120,0,69365.55678059538,1156.0926130099228,120.0,0,1,1,0,0,0,1
192.168.179.133,1743667693.203135,135,6,0.0017299652099609,2,0,120,0,69365.55678059538,1156.0926130099228,120.0,0,1,1,0,0,0,1
192.168.179.133,1743667693.203135,135,6,0.0017299652099609,2,0,120,0,69365.55678059538,1156.0926130099228,120.0,0,1,1,0,0,0,1
192.168.179.133,1743667693.203135,135,6,0.0017299652099609,2,0,120,0,69365.55678059538,1156.0926130099228,120.0,0,1,1,0,0,0,1
192.168.179.133,1743667693.203135,135,6,0.0017299652099609,2,0,120,0,69365.55678059538,1156.0926130099228,120.0,0,1,1,0,0,0,1
192.168.179.133,1743667693.203135,135,6,0.0017299652099609,2,0,120,0,69365.55678059538,1156.0926130099228,120.0,0,1,1,0,0,0,1
192.168.179.133,1743667693.203135,135,6,0.0017299652099609,2,0,120,0,69365.55678059538,1156.0926130099228,120.0,0,1,1,0,0,0,1
192.168.179.133,1743667693.203135,135,6,0.0017299652099609,2,0,120,0,69365.55678059538,1156.0926130099228,120.0,0,1,1,0,0,0,1
192.168.179.133,1743667693.203135,135,6,0.0017299652099609,2,0,120,0,69365.55678059538,1156.0926130099228,120.0,0,1,1,0,0,0,1
192.168.179.133,1743667693.203135,135,6,0.0017299652099609,2,0,120,0,69365.55678059538,1156.0926130099228,120.0,0,1,1,0,0,0,1
192.168.179.134,1743667693.203209,1169,6,1e-06,1,0,58,0,58000000.0,1000000.0,58.0,0,1,0,0,1,0,1
192.168.179.134,1743667693.203289,1170,6,1e-06,1,0,58,0,58000000.0,1000000.0,58.0,0,1,0,0,1,0,1
192.168.179.134,1743667693.203374,1171,6,1e-06,1,0,58,0,58000000.0,1000000.0,58.0,0,1,0,0,1,0,1
192.168.179.134,1743667693.203532,1172,6,1e-06,1,0,58,0,58000000.0,1000000.0,58.0,0,1,0,0,1,0,1
192.168.179.134,1743667693.203619,1173,6,1e-06,1,0,58,0,58000000.0,1000000.0,58.0,0,1,0,0,1,0,1
192.168.179.134,1743667693.203726,1174,6,1e-06,1,0,58,0,58000000.0,1000000.0,58.0,0,1,0,0,1,0,1
192.168.179.134,1743667693.203829,1175,6,1e-06,1,0,58,0,58000000.0,1000000.0,58.0,0,1,0,0,1,0,1
192.168.179.134,1743667693.203909,1176,6,1e-06,1,0,58,0,58000000.0,1000000.0,58.0,0,1,0,0,1,0,1
192.168.179.134,1743667693.204002,1177,6,1e-06,1,0,58,0,58000000.0,1000000.0,58.0,0,1,0,0,1,0,1
192.168.179.134,1743667693.204118,1178,6,1e-06,1,0,58,0,58000000.0,1000000.0,58.0,0,1,0,0,1,0,1
192.168.179.134,1743667693.204217,1179,6,1e-06,1,0,58,0,58000000.0,1000000.0,58.0,0,1,0,0,1,0,1
192.168.179.134,1743667693.20429,1180,6,1e-06,1,0,58,0,58000000.0,1000000.0,58.0,0,1,0,0,1,0,1
192.168.179.134,1743667693.204356,1181,6,1e-06,1,0,58,0,58000000.0,1000000.0,58.0,0,1,0,0,1,0,1
192.168.179.134,1743667693.204492,1182,6,1e-06,1,0,58,0,58000000.0,1000000.0,58.0,0,1,0,0,1,0,1
192.168.179.134,1743667693.204576,1183,6,1e-06,1,0,58,0,58000000.0,1000000.0,58.0,0,1,0,0,1,0,1
192.168.179.133,1743667693.204865,135,6,0.0018219947814941,2,0,120,0,65861.87908924365,1097.6979848207277,120.0,0,1,1,0,0,0,1
192.168.179.133,1743667693.204865,135,6,0.0018219947814941,2,0,120,0,65861.87908924365,1097.6979848207277,120.0,0,1,1,0,0,0,1
192.168.179.133,1743667693.204865,135,6,0.0018219947814941,2,0,120,0,65861.87908924365,1097.6979848207277,120.0,0,1,1,0,0,0,1
192.168.179.133,1743667693.204865,135,6,0.0018219947814941,2,0,120,0,65861.87908924365,1097.6979848207277,120.0,0,1,1,0,0,0,1
192.168.179.133,1743667693.204865,135,6,0.0018219947814941,2,0,120,0,65861.87908924365,1097.6979848207277,120.0,0,1,1,0,0,0,1
192.168.179.133,1743667693.204865,135,6,0.0018219947814941,2,0,120,0,65861.87908924365,1097.6979848207277,120.0,0,1,1,0,0,0,1
192.168.179.133,1743667693.204865,135,6,0.0018219947814941,2,0,120,0,65861.87908924365,1097.6979848207277,120.0,0,1,1,0,0,0,1
192.168.179.133,1743667693.204865,135,6,0.0018219947814941,2,0,120,0,65861.87908924365,1097.6979848207277,120.0,0,1,1,0,0,0,1
192.168.179.133,1743667693.204865,135,6,0.0018219947814941,2,0,120,0,65861.87908924365,1097.6979848207277,120.0,0,1,1,0,0,0,1
192.168.179.133,1743667693.204865,135,6,0.0018219947814941,2,0,120,0,65861.87908924365,1097.6979848207277,120.0,0,1,1,0,0,0,1
192.168.179.133,1743667693.204865,135,6,0.0018219947814941,2,0,120,0,65861.87908924365,1097.6979848207277,120.0,0,1,1,0,0,0,1
192.168.179.133,1743667693.204865,135,6,0.0018219947814941,2,0,120,0,65861.87908924365,1097.6979848207277,120.0,0,1,1,0,0,0,1
192.168.179.133,1743667693.204865,135,6,0.0018219947814941,2,0,120,0,65861.87908924365,1097.6979848207277,120.0,0,1,1,0,0,0,1
192.168.179.133,1743667693.204865,135,6,0.0018219947814941,2,0,120,0,65861.87908924365,1097.6979848207277,120.0,0,1,1,0,0,0,1
192.168.179.133,1743667693.204865,135,6,0.0018219947814941,2,0,120,0,65861.87908924365,1097.6979848207277,120.0,0,1,1,0,0,0,1
192.168.179.133,1743667693.204865,135,6,0.0018219947814941,2,0,120,0,65861.87908924365,1097.6979848207277,120.0,0,1,1,0,0,0,1
192.168.179.133,1743667693.204865,135,6,0.0018219947814941,2,0,120,0,65861.87908924365,1097.6979848207277,120.0,0,1,1,0,0,0,1
192.168.179.133,1743667693.204865,135,6,0.0018219947814941,2,0,120,0,65861.87908924365,1097.6979848207277,120.0,0,1,1,0,0,0,1
192.168.179.134,1743667693.204916,1184,6,1e-06,1,0,58,0,58000000.0,1000000.0,58.0,0,1,0,0,1,0,1
192.168.179.134,1743667693.204976,1185,6,1e-06,1,0,58,0,58000000.0,1000000.0,58.0,0,1,0,0,1,0,1
192.168.179.134,1743667693.205024,1186,6,1e-06,1,0,58,0,58000000.0,1000000.0,58.0,0,1,0,0,1,0,1
192.168.179.134,1743667693.205069,1187,6,1e-06,1,0,58,0,58000000.0,1000000.0,58.0,0,1,0,0,1,0,1
192.168.179.134,1743667693.205131,1188,6,1e-06,1,0,58,0,58000000.0,1000000.0,58.0,0,1,0,0,1,0,1
192.168.179.134,1743667693.205196,1189,6,1e-06,1,0,58,0,58000000.0,1000000.0,58.0,0,1,0,0,1,0,1
192.168.179.134,1743667693.205271,1190,6,1e-06,1,0,58,0,58000000.0,1000000.0,58.0,0,1,0,0,1,0,1
192.168.179.134,1743667693.205345,1191,6,1e-06,1,0,58,0,58000000.0,1000000.0,58.0,0,1,0,0,1,0,1
192.168.179.134,1743667693.205472,1192,6,1e-06,1,0,58,0,58000000.0,1000000.0,58.0,0,1,0,0,1,0,1
192.168.179.134,1743667693.205558,1193,6,1e-06,1,0,58,0,58000000.0,1000000.0,58.0,0,1,0,0,1,0,1
192.168.179.134,1743667693.205659,1194,6,1e-06,1,0,58,0,58000000.0,1000000.0,58.0,0,1,0,0,1,0,1
192.168.179.134,1743667693.205749,1195,6,1e-06,1,0,58,0,58000000.0,1000000.0,58.0,0,1,0,0,1,0,1
192.168.179.134,1743667693.205834,1196,6,1e-06,1,0,58,0,58000000.0,1000000.0,58.0,0,1,0,0,1,0,1
192.168.179.134,1743667693.20593,1197,6,1e-06,1,0,58,0,58000000.0,1000000.0,58.0,0,1,0,0,1,0,1
192.168.179.134,1743667693.206048,1198,6,1e-06,1,0,58,0,58000000.0,1000000.0,58.0,0,1,0,0,1,0,1
192.168.179.134,1743667693.206134,1199,6,1e-06,1,0,58,0,58000000.0,1000000.0,58.0,0,1,0,0,1,0,1
192.168.179.134,1743667693.206236,1200,6,1e-06,1,0,58,0,58000000.0,1000000.0,58.0,0,1,0,0,1,0,1
192.168.179.134,1743667693.206502,1201,6,1e-06,1,0,58,0,58000000.0,1000000.0,58.0,0,1,0,0,1,0,1
192.168.179.133,1743667693.206687,135,6,0.0023400783538818,2,0,120,0,51280.33418237392,854.6722363728986,120.0,0,1,1,0,0,0,1
192.168.179.133,1743667693.206687,135,6,0.0023400783538818,2,0,120,0,51280.33418237392,854.6722363728986,120.0,0,1,1,0,0,0,1
192.168.179.133,1743667693.206687,135,6,0.0023400783538818,2,0,120,0,51280.33418237392,854.6722363728986,120.0,0,1,1,0,0,0,1
192.168.179.133,1743667693.206687,135,6,0.0023400783538818,2,0,120,0,51280.33418237392,854.6722363728986,120.0,0,1,1,0,0,0,1
192.168.179.133,1743667693.206687,135,6,0.0023400783538818,2,0,120,0,51280.33418237392,854.6722363728986,120.0,0,1,1,0,0,0,1
192.168.179.133,1743667693.206687,135,6,0.0023400783538818,2,0,120,0,51280.33418237392,854.6722363728986,120.0,0,1,1,0,0,0,1
192.168.179.133,1743667693.206687,135,6,0.0023400783538818,2,0,120,0,51280.33418237392,854.6722363728986,120.0,0,1,1,0,0,0,1
192.168.179.133,1743667693.206687,135,6,0.0023400783538818,2,0,120,0,51280.33418237392,854.6722363728986,120.0,0,1,1,0,0,0,1
192.168.179.133,1743667693.206687,135,6,0.0023400783538818,2,0,120,0,51280.33418237392,854.6722363728986,120.0,0,1,1,0,0,0,1
192.168.179.133,1743667693.206687,135,6,0.0023400783538818,2,0,120,0,51280.33418237392,854.6722363728986,120.0,0,1,1,0,0,0,1
192.168.179.133,1743667693.206687,135,6,0.0023400783538818,2,0,120,0,51280.33418237392,854.6722363728986,120.0,0,1,1,0,0,0,1
192.168.179.133,1743667693.206687,135,6,0.0023400783538818,2,0,120,0,51280.33418237392,854.6722363728986,120.0,0,1,1,0,0,0,1
192.168.179.133,1743667693.206687,135,6,0.0023400783538818,2,0,120,0,51280.33418237392,854.6722363728986,120.0,0,1,1,0,0,0,1
192.168.179.133,1743667693.206687,135,6,0.0023400783538818,2,0,120,0,51280.33418237392,854.6722363728986,120.0,0,1,1,0,0,0,1
192.168.179.133,1743667693.206687,135,6,0.0023400783538818,2,0,120,0,51280.33418237392,854.6722363728986,120.0,0,1,1,0,0,0,1
192.168.179.133,1743667693.206687,135,6,0.0023400783538818,2,0,120,0,51280.33418237392,854.6722363728986,120.0,0,1,1,0,0,0,1
192.168.179.133,1743667693.206687,135,6,0.0023400783538818,2,0,120,0,51280.33418237392,854.6722363728986,120.0,0,1,1,0,0,0,1
192.168.179.133,1743667693.206687,135,6,0.0023400783538818,2,0,120,0,51280.33418237392,854.6722363728986,120.0,0,1,1,0,0,0,1
192.168.179.133,1743667693.206687,135,6,0.0023400783538818,2,0,120,0,51280.33418237392,854.6722363728986,120.0,0,1,1,0,0,0,1
192.168.179.133,1743667693.206687,135,6,0.0023400783538818,2,0,120,0,51280.33418237392,854.6722363728986,120.0,0,1,1,0,0,0,1
192.168.179.133,1743667693.206687,135,6,0.0023400783538818,2,0,120,0,51280.33418237392,854.6722363728986,120.0,0,1,1,0,0,0,1
192.168.179.133,1743667693.206687,135,6,0.0023400783538818,2,0,120,0,51280.33418237392,854.6722363728986,120.0,0,1,1,0,0,0,1
192.168.179.133,1743667693.206687,135,6,0.0023400783538818,2,0,120,0,51280.33418237392,854.6722363728986,120.0,0,1,1,0,0,0,1
192.168.179.134,1743667693.206799,1202,6,1e-06,1,0,58,0,58000000.0,1000000.0,58.0,0,1,0,0,1,0,1
192.168.179.134,1743667693.206921,1203,6,1e-06,1,0,58,0,58000000.0,1000000.0,58.0,0,1,0,0,1,0,1
192.168.179.134,1743667693.206994,1204,6,1e-06,1,0,58,0,58000000.0,1000000.0,58.0,0,1,0,0,1,0,1
192.168.179.134,1743667693.207074,1205,6,1e-06,1,0,58,0,58000000.0,1000000.0,58.0,0,1,0,0,1,0,1
192.168.179.134,1743667693.207148,1206,6,1e-06,1,0,58,0,58000000.0,1000000.0,58.0,0,1,0,0,1,0,1
192.168.179.134,1743667693.207223,1207,6,1e-06,1,0,58,0,58000000.0,1000000.0,58.0,0,1,0,0,1,0,1
192.168.179.134,1743667693.207318,1208,6,1e-06,1,0,58,0,58000000.0,1000000.0,58.0,0,1,0,0,1,0,1
192.168.179.134,1743667693.207388,1209,6,1e-06,1,0,58,0,58000000.0,1000000.0,58.0,0,1,0,0,1,0,1
192.168.179.134,1743667693.207602,1210,6,1e-06,1,0,58,0,58000000.0,1000000.0,58.0,0,1,0,0,1,0,1
192.168.179.134,1743667693.2077,1211,6,1e-06,1,0,58,0,58000000.0,1000000.0,58.0,0,1,0,0,1,0,1
192.168.179.134,1743667693.207754,1212,6,1e-06,1,0,58,0,58000000.0,1000000.0,58.0,0,1,0,0,1,0,1
192.168.179.134,1743667693.2078,1213,6,1e-06,1,0,58,0,58000000.0,1000000.0,58.0,0,1,0,0,1,0,1
192.168.179.134,1743667693.20786,1214,6,1e-06,1,0,58,0,58000000.0,1000000.0,58.0,0,1,0,0,1,0,1
192.168.179.134,1743667693.207923,1215,6,1e-06,1,0,58,0,58000000.0,1000000.0,58.0,0,1,0,0,1,0,1
192.168.179.134,1743667693.207995,1216,6,1e-06,1,0,58,0,58000000.0,1000000.0,58.0,0,1,0,0,1,0,1
192.168.179.134,1743667693.208069,1217,6,1e-06,1,0,58,0,58000000.0,1000000.0,58.0,0,1,0,0,1,0,1
192.168.179.134,1743667693.208158,1218,6,1e-06,1,0,58,0,58000000.0,1000000.0,58.0,0,1,0,0,1,0,1
192.168.179.134,1743667693.208219,1219,6,1e-06,1,0,58,0,58000000.0,1000000.0,58.0,0,1,0,0,1,0,1
192.168.179.134,1743667693.208294,1220,6,1e-06,1,0,58,0,58000000.0,1000000.0,58.0,0,1,0,0,1,0,1
192.168.179.134,1743667693.208369,1221,6,1e-06,1,0,58,0,58000000.0,1000000.0,58.0,0,1,0,0,1,0,1
192.168.179.134,1743667693.208543,1222,6,1e-06,1,0,58,0,58000000.0,1000000.0,58.0,0,1,0,0,1,0,1
192.168.179.134,1743667693.20861,1223,6,1e-06,1,0,58,0,58000000.0,1000000.0,58.0,0,1,0,0,1,0,1
192.168.179.134,1743667693.208736,1224,6,1e-06,1,0,58,0,58000000.0,1000000.0,58.0,0,1,0,0,1,0,1
192.168.179.133,1743667693.209027,135,6,0.0017218589782714,2,0,120,0,69692.1185267239,1161.5353087787316,120.0,0,1,1,0,0,0,1
192.168.179.133,1743667693.209027,135,6,0.0017218589782714,2,0,120,0,69692.1185267239,1161.5353087787316,120.0,0,1,1,0,0,0,1
192.168.179.133,1743667693.209027,135,6,0.0017218589782714,2,0,120,0,69692.1185267239,1161.5353087787316,120.0,0,1,1,0,0,0,1
192.168.179.133,1743667693.209027,135,6,0.0017218589782714,2,0,120,0,69692.1185267239,1161.5353087787316,120.0,0,1,1,0,0,0,1
192.168.179.133,1743667693.209027,135,6,0.0017218589782714,2,0,120,0,69692.1185267239,1161.5353087787316,120.0,0,1,1,0,0,0,1
192.168.179.133,1743667693.209027,135,6,0.0017218589782714,2,0,120,0,69692.1185267239,1161.5353087787316,120.0,0,1,1,0,0,0,1
192.168.179.133,1743667693.209027,135,6,0.0017218589782714,2,0,120,0,69692.1185267239,1161.5353087787316,120.0,0,1,1,0,0,0,1
192.168.179.133,1743667693.209027,135,6,0.0017218589782714,2,0,120,0,69692.1185267239,1161.5353087787316,120.0,0,1,1,0,0,0,1
192.168.179.133,1743667693.209027,135,6,0.0017218589782714,2,0,120,0,69692.1185267239,1161.5353087787316,120.0,0,1,1,0,0,0,1
192.168.179.133,1743667693.209027,135,6,0.0017218589782714,2,0,120,0,69692.1185267239,1161.5353087787316,120.0,0,1,1,0,0,0,1
192.168.179.133,1743667693.209027,135,6,0.0017218589782714,2,0,120,0,69692.1185267239,1161.5353087787316,120.0,0,1,1,0,0,0,1
192.168.179.133,1743667693.209027,135,6,0.0017218589782714,2,0,120,0,69692.1185267239,1161.5353087787316,120.0,0,1,1,0,0,0,1
192.168.179.133,1743667693.209027,135,6,0.0017218589782714,2,0,120,0,69692.1185267239,1161.5353087787316,120.0,0,1,1,0,0,0,1
192.168.179.133,1743667693.209027,135,6,0.0017218589782714,2,0,120,0,69692.1185267239,1161.5353087787316,120.0,0,1,1,0,0,0,1
192.168.179.133,1743667693.209027,135,6,0.0017218589782714,2,0,120,0,69692.1185267239,1161.5353087787316,120.0,0,1,1,0,0,0,1
192.168.179.133,1743667693.209027,135,6,0.0017218589782714,2,0,120,0,69692.1185267239,1161.5353087787316,120.0,0,1,1,0,0,0,1
192.168.179.133,1743667693.209027,135,6,0.0017218589782714,2,0,120,0,69692.1185267239,1161.5353087787316,120.0,0,1,1,0,0,0,1
192.168.179.133,1743667693.209027,135,6,0.0017218589782714,2,0,120,0,69692.1185267239,1161.5353087787316,120.0,0,1,1,0,0,0,1
192.168.179.133,1743667693.209027,135,6,0.0017218589782714,2,0,120,0,69692.1185267239,1161.5353087787316,120.0,0,1,1,0,0,0,1
192.168.179.133,1743667693.209027,135,6,0.0017218589782714,2,0,120,0,69692.1185267239,1161.5353087787316,120.0,0,1,1,0,0,0,1
192.168.179.133,1743667693.209027,135,6,0.0017218589782714,2,0,120,0,69692.1185267239,1161.5353087787316,120.0,0,1,1,0,0,0,1
192.168.179.133,1743667693.209027,135,6,0.0017218589782714,2,0,120,0,69692.1185267239,1161.5353087787316,120.0,0,1,1,0,0,0,1
192.168.179.134,1743667693.209086,1225,6,1e-06,1,0,58,0,58000000.0,1000000.0,58.0,0,1,0,0,1,0,1
192.168.179.134,1743667693.209152,1226,6,1e-06,1,0,58,0,58000000.0,1000000.0,58.0,0,1,0,0,1,0,1
192.168.179.134,1743667693.209226,1227,6,1e-06,1,0,58,0,58000000.0,1000000.0,58.0,0,1,0,0,1,0,1
192.168.179.134,1743667693.209299,1228,6,1e-06,1,0,58,0,58000000.0,1000000.0,58.0,0,1,0,0,1,0,1
192.168.179.134,1743667693.209368,1229,6,1e-06,1,0,58,0,58000000.0,1000000.0,58.0,0,1,0,0,1,0,1
192.168.179.134,1743667693.209507,1230,6,1e-06,1,0,58,0,58000000.0,1000000.0,58.0,0,1,0,0,1,0,1
192.168.179.134,1743667693.209637,1231,6,1e-06,1,0,58,0,58000000.0,1000000.0,58.0,0,1,0,0,1,0,1
192.168.179.134,1743667693.209692,1232,6,1e-06,1,0,58,0,58000000.0,1000000.0,58.0,0,1,0,0,1,0,1
192.168.179.134,1743667693.20976,1233,6,1e-06,1,0,58,0,58000000.0,1000000.0,58.0,0,1,0,0,1,0,1
192.168.179.134,1743667693.209852,1234,6,1e-06,1,0,58,0,58000000.0,1000000.0,58.0,0,1,0,0,1,0,1
192.168.179.134,1743667693.209913,1235,6,1e-06,1,0,58,0,58000000.0,1000000.0,58.0,0,1,0,0,1,0,1
192.168.179.134,1743667693.209981,1236,6,1e-06,1,0,58,0,58000000.0,1000000.0,58.0,0,1,0,0,1,0,1
192.168.179.134,1743667693.210063,1237,6,1e-06,1,0,58,0,58000000.0,1000000.0,58.0,0,1,0,0,1,0,1
192.168.179.134,1743667693.210148,1238,6,1e-06,1,0,58,0,58000000.0,1000000.0,58.0,0,1,0,0,1,0,1
192.168.179.134,1743667693.210221,1239,6,1e-06,1,0,58,0,58000000.0,1000000.0,58.0,0,1,0,0,1,0,1
192.168.179.134,1743667693.210299,1240,6,1e-06,1,0,58,0,58000000.0,1000000.0,58.0,0,1,0,0,1,0,1
192.168.179.134,1743667693.210353,1241,6,1e-06,1,0,58,0,58000000.0,1000000.0,58.0,0,1,0,0,1,0,1
192.168.179.134,1743667693.210465,1242,6,1e-06,1,0,58,0,58000000.0,1000000.0,58.0,0,1,0,0,1,0,1
192.168.179.134,1743667693.210512,1243,6,1e-06,1,0,58,0,58000000.0,1000000.0,58.0,0,1,0,0,1,0,1
192.168.179.134,1743667693.210559,1244,6,1e-06,1,0,58,0,58000000.0,1000000.0,58.0,0,1,0,0,1,0,1
192.168.179.134,1743667693.210603,1245,6,1e-06,1,0,58,0,58000000.0,1000000.0,58.0,0,1,0,0,1,0,1
192.168.179.134,1743667693.210646,1246,6,1e-06,1,0,58,0,58000000.0,1000000.0,58.0,0,1,0,0,1,0,1
192.168.179.133,1743667693.210749,135,6,0.0020570755004882,2,0,120,0,58335.24339360223,972.254056560037,120.0,0,1,1,0,0,0,1
192.168.179.133,1743667693.210749,135,6,0.0020570755004882,2,0,120,0,58335.24339360223,972.254056560037,120.0,0,1,1,0,0,0,1
192.168.179.133,1743667693.210749,135,6,0.0020570755004882,2,0,120,0,58335.24339360223,972.254056560037,120.0,0,1,1,0,0,0,1
192.168.179.133,1743667693.210749,135,6,0.0020570755004882,2,0,120,0,58335.24339360223,972.254056560037,120.0,0,1,1,0,0,0,1
192.168.179.133,1743667693.210749,135,6,0.0020570755004882,2,0,120,0,58335.24339360223,972.254056560037,120.0,0,1,1,0,0,0,1
